grid_name,experiment_name,collection_temperature,scan_range,detector_distance,indexation,diff_limit,r_int,collection_program,processing_program,frames_collected,frame_conversion_program,diff_img_tiff_filename,grain_img_tiff_filename,frames_tiff_filenames,3D EM quality
grid_000082,exp_90,295.0,90.0,652.0,95.12,1.14,0.272,CrysAlisPro(CCD) 43.95a 64-bit (release 03-11-2023),CrysAlisPro(RED) 43.95a 64-bit (release 03-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000082_exp_90\exp_90_middle_microed_diff_snapshot.tiff,,./grid_000082_exp_90\exp_90_1_*.tiff,complex
grid_000083,exp_91,295.0,105.0,652.0,94.78,1.13,0.2237,CrysAlisPro(CCD) 43.95a 64-bit (release 03-11-2023),CrysAlisPro(RED) 43.95a 64-bit (release 03-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000083_exp_91\exp_91_middle_microed_diff_snapshot.tiff,,./grid_000083_exp_91\exp_91_1_*.tiff,complex
grid_000084,exp_92,295.0,97.0,652.0,85.19,1.65,0.454,CrysAlisPro(CCD) 43.95a 64-bit (release 03-11-2023),CrysAlisPro(RED) 43.95a 64-bit (release 03-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000084_exp_92\exp_92_middle_microed_diff_snapshot.tiff,,./grid_000084_exp_92\exp_92_1_*.tiff,complex
grid_000085,exp_93,295.0,107.0,652.0,48.26,1.41,0.3743,CrysAlisPro(CCD) 43.95a 64-bit (release 03-11-2023),CrysAlisPro(RED) 43.95a 64-bit (release 03-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000085_exp_93\exp_93_middle_microed_diff_snapshot.tiff,,./grid_000085_exp_93\exp_93_1_*.tiff,bad
grid_000086,exp_94,295.0,104.0,652.0,98.51,1.09,0.211,CrysAlisPro(CCD) 43.95a 64-bit (release 03-11-2023),CrysAlisPro(RED) 43.95a 64-bit (release 03-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000086_exp_94\exp_94_middle_microed_diff_snapshot.tiff,,./grid_000086_exp_94\exp_94_1_*.tiff,complex
grid_000087,exp_95,295.0,99.0,652.0,91.21,0.99,0.1586,CrysAlisPro(CCD) 43.95a 64-bit (release 03-11-2023),CrysAlisPro(RED) 43.95a 64-bit (release 03-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000087_exp_95\exp_95_middle_microed_diff_snapshot.tiff,,./grid_000087_exp_95\exp_95_1_*.tiff,good
grid_000088,exp_96,295.0,89.0,652.0,79.53,1.71,0.2717,CrysAlisPro(CCD) 43.95a 64-bit (release 03-11-2023),CrysAlisPro(RED) 43.95a 64-bit (release 03-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000088_exp_96\exp_96_middle_microed_diff_snapshot.tiff,,./grid_000088_exp_96\exp_96_1_*.tiff,complex
grid_000095,exp_131,295.0,98.0,652.0,0.0,,,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000095_exp_131\exp_131_middle_microed_diff_snapshot.tiff,,./grid_000095_exp_131\exp_131_1_*.tiff,bad
grid_000096,exp_132,295.0,98.0,652.0,96.39,1.4,0.295,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000096_exp_132\exp_132_middle_microed_diff_snapshot.tiff,,./grid_000096_exp_132\exp_132_1_*.tiff,complex
grid_000097,exp_133,295.0,91.0,652.0,90.88,1.5,0.3329,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000097_exp_133\exp_133_middle_microed_diff_snapshot.tiff,,./grid_000097_exp_133\exp_133_1_*.tiff,complex
grid_000098,exp_134,295.0,77.0,652.0,46.4,1.61,0.5468,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000098_exp_134\exp_134_middle_microed_diff_snapshot.tiff,,./grid_000098_exp_134\exp_134_1_*.tiff,bad
grid_000099,exp_135,295.0,90.0,652.0,100.0,1.87,0.3397,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000099_exp_135\exp_135_middle_microed_diff_snapshot.tiff,,./grid_000099_exp_135\exp_135_1_*.tiff,complex
grid_000100,exp_136,295.0,97.0,652.0,94.78,1.44,0.3187,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000100_exp_136\exp_136_middle_microed_diff_snapshot.tiff,,./grid_000100_exp_136\exp_136_1_*.tiff,complex
grid_000101,exp_137,295.0,91.0,652.0,83.74,1.74,0.4724,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000101_exp_137\exp_137_middle_microed_diff_snapshot.tiff,,./grid_000101_exp_137\exp_137_1_*.tiff,complex
grid_000102,exp_138,295.0,101.0,652.0,98.19,1.39,0.28,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000102_exp_138\exp_138_middle_microed_diff_snapshot.tiff,,./grid_000102_exp_138\exp_138_1_*.tiff,complex
grid_000103,exp_139,295.0,100.0,652.0,30.0,1.73,0.797,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000103_exp_139\exp_139_middle_microed_diff_snapshot.tiff,,./grid_000103_exp_139\exp_139_1_*.tiff,bad
grid_000104,exp_140,295.0,104.0,652.0,95.52,1.17,0.2052,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000104_exp_140\exp_140_middle_microed_diff_snapshot.tiff,,./grid_000104_exp_140\exp_140_1_*.tiff,complex
grid_000105,exp_141,295.0,106.0,652.0,69.43,1.58,0.4749,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000105_exp_141\exp_141_middle_microed_diff_snapshot.tiff,,./grid_000105_exp_141\exp_141_1_*.tiff,complex
grid_000106,exp_142,295.0,108.0,652.0,22.62,1.74,0.729,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000106_exp_142\exp_142_middle_microed_diff_snapshot.tiff,,./grid_000106_exp_142\exp_142_1_*.tiff,bad
grid_000107,exp_143,295.0,106.0,652.0,79.01,1.52,0.3766,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000107_exp_143\exp_143_middle_microed_diff_snapshot.tiff,,./grid_000107_exp_143\exp_143_1_*.tiff,complex
grid_000108,exp_144,295.0,100.0,652.0,100.0,1.79,0.7651,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000108_exp_144\exp_144_middle_microed_diff_snapshot.tiff,,./grid_000108_exp_144\exp_144_1_*.tiff,complex
grid_000109,exp_145,295.0,102.0,652.0,20.93,1.75,0.7347,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000109_exp_145\exp_145_middle_microed_diff_snapshot.tiff,,./grid_000109_exp_145\exp_145_1_*.tiff,bad
grid_000112,exp_209,295.0,140.0,652.0,99.87,0.91,0.1353,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000112_exp_209\exp_209_middle_microed_diff_snapshot.tiff,,./grid_000112_exp_209\exp_209_1_*.tiff,good
grid_000113,exp_210,295.0,140.0,652.0,69.35,1.25,0.2923,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000113_exp_210\exp_210_middle_microed_diff_snapshot.tiff,,./grid_000113_exp_210\exp_210_1_*.tiff,complex
grid_000114,exp_211,295.0,150.0,652.0,89.34,0.92,0.1596,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000114_exp_211\exp_211_middle_microed_diff_snapshot.tiff,,./grid_000114_exp_211\exp_211_1_*.tiff,complex
grid_000115,exp_212,295.0,140.0,652.0,0.0,1.26,0.2551,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000115_exp_212\exp_212_middle_microed_diff_snapshot.tiff,,./grid_000115_exp_212\exp_212_1_*.tiff,bad
grid_000116,exp_213,295.0,135.0,652.0,42.13,1.06,0.2697,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000116_exp_213\exp_213_middle_microed_diff_snapshot.tiff,,./grid_000116_exp_213\exp_213_1_*.tiff,bad
grid_000117,exp_214,295.0,140.0,652.0,96.51,1.08,0.2029,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000117_exp_214\exp_214_middle_microed_diff_snapshot.tiff,,./grid_000117_exp_214\exp_214_1_*.tiff,complex
grid_000118,exp_215,295.0,130.0,652.0,75.38,1.44,0.3499,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000118_exp_215\exp_215_middle_microed_diff_snapshot.tiff,,./grid_000118_exp_215\exp_215_1_*.tiff,complex
grid_000119,exp_216,295.0,137.0,652.0,36.27,1.75,0.3425,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000119_exp_216\exp_216_middle_microed_diff_snapshot.tiff,,./grid_000119_exp_216\exp_216_1_*.tiff,bad
grid_000120,exp_217,295.0,142.0,652.0,95.71,0.99,0.1867,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000120_exp_217\exp_217_middle_microed_diff_snapshot.tiff,,./grid_000120_exp_217\exp_217_1_*.tiff,good
grid_000121,exp_218,295.0,140.0,652.0,88.12,1.27,0.3135,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000121_exp_218\exp_218_middle_microed_diff_snapshot.tiff,,./grid_000121_exp_218\exp_218_1_*.tiff,complex
grid_000122,exp_219,295.0,140.0,652.0,100.0,1.25,0.5124,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000122_exp_219\exp_219_middle_microed_diff_snapshot.tiff,,./grid_000122_exp_219\exp_219_1_*.tiff,complex
grid_000123,exp_220,295.0,130.0,652.0,99.65,0.93,0.1043,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000123_exp_220\exp_220_middle_microed_diff_snapshot.tiff,,./grid_000123_exp_220\exp_220_1_*.tiff,good
grid_000124,exp_221,295.0,130.0,652.0,96.8,1.25,0.1983,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000124_exp_221\exp_221_middle_microed_diff_snapshot.tiff,,./grid_000124_exp_221\exp_221_1_*.tiff,complex
grid_000125,exp_222,295.0,130.0,652.0,96.73,1.05,0.2792,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000125_exp_222\exp_222_middle_microed_diff_snapshot.tiff,,./grid_000125_exp_222\exp_222_1_*.tiff,complex
grid_000126,exp_223,295.0,146.0,652.0,100.0,0.98,0.11,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000126_exp_223\exp_223_middle_microed_diff_snapshot.tiff,,./grid_000126_exp_223\exp_223_1_*.tiff,good
grid_000129,exp_207,295.0,117.0,652.0,75.0,2.38,0.34,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000129_exp_207\exp_207_middle_microed_diff_snapshot.tiff,,./grid_000129_exp_207\exp_207_1_*.tiff,bad
grid_000130,exp_208,295.0,145.0,652.0,91.24,1.34,0.2862,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000130_exp_208\exp_208_middle_microed_diff_snapshot.tiff,,./grid_000130_exp_208\exp_208_1_*.tiff,complex
grid_000131,exp_224,295.0,138.0,652.0,97.79,1.7,0.1033,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000131_exp_224\exp_224_middle_microed_diff_snapshot.tiff,,./grid_000131_exp_224\exp_224_1_*.tiff,complex
grid_000132,exp_225,295.0,125.0,652.0,46.32,0.87,0.6553,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000132_exp_225\exp_225_middle_microed_diff_snapshot.tiff,,./grid_000132_exp_225\exp_225_1_*.tiff,bad
grid_000133,exp_226,295.0,135.0,652.0,57.84,1.24,0.2044,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000133_exp_226\exp_226_middle_microed_diff_snapshot.tiff,,./grid_000133_exp_226\exp_226_1_*.tiff,complex
grid_000134,exp_227,295.0,138.0,652.0,100.0,1.21,0.2719,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000134_exp_227\exp_227_middle_microed_diff_snapshot.tiff,,./grid_000134_exp_227\exp_227_1_*.tiff,complex
grid_000136,exp_194,295.0,138.0,652.0,84.59,1.47,0.4986,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000136_exp_194\exp_194_middle_microed_diff_snapshot.tiff,,./grid_000136_exp_194\exp_194_1_*.tiff,complex
grid_000137,exp_195,295.0,115.0,652.0,35.34,1.76,0.474,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000137_exp_195\exp_195_middle_microed_diff_snapshot.tiff,,./grid_000137_exp_195\exp_195_1_*.tiff,bad
grid_000138,exp_196,295.0,140.0,652.0,98.2,1.24,0.1639,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000138_exp_196\exp_196_middle_microed_diff_snapshot.tiff,,./grid_000138_exp_196\exp_196_1_*.tiff,complex
grid_000139,exp_197,295.0,90.0,652.0,94.94,1.13,0.2843,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000139_exp_197\exp_197_middle_microed_diff_snapshot.tiff,,./grid_000139_exp_197\exp_197_1_*.tiff,complex
grid_000140,exp_198,295.0,135.0,652.0,96.48,1.16,0.1495,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000140_exp_198\exp_198_middle_microed_diff_snapshot.tiff,,./grid_000140_exp_198\exp_198_1_*.tiff,complex
grid_000141,exp_199,295.0,130.0,652.0,100.0,1.57,0.4535,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000141_exp_199\exp_199_middle_microed_diff_snapshot.tiff,,./grid_000141_exp_199\exp_199_1_*.tiff,complex
grid_000142,exp_200,295.0,130.0,652.0,98.26,1.16,0.2056,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000142_exp_200\exp_200_middle_microed_diff_snapshot.tiff,,./grid_000142_exp_200\exp_200_1_*.tiff,complex
grid_000143,exp_201,295.0,125.0,652.0,95.63,1.35,0.2064,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000143_exp_201\exp_201_middle_microed_diff_snapshot.tiff,,./grid_000143_exp_201\exp_201_1_*.tiff,complex
grid_000144,exp_202,295.0,132.0,652.0,84.9,1.06,0.1863,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000144_exp_202\exp_202_middle_microed_diff_snapshot.tiff,,./grid_000144_exp_202\exp_202_1_*.tiff,complex
grid_000145,exp_203,295.0,132.0,652.0,72.0,1.41,0.4215,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000145_exp_203\exp_203_middle_microed_diff_snapshot.tiff,,./grid_000145_exp_203\exp_203_1_*.tiff,complex
grid_000146,exp_204,295.0,130.0,652.0,60.28,1.77,0.6184,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000146_exp_204\exp_204_middle_microed_diff_snapshot.tiff,,./grid_000146_exp_204\exp_204_1_*.tiff,complex
grid_000147,exp_205,295.0,140.0,652.0,98.17,0.98,0.1144,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000147_exp_205\exp_205_middle_microed_diff_snapshot.tiff,,./grid_000147_exp_205\exp_205_1_*.tiff,good
grid_000148,exp_206,295.0,137.0,652.0,26.88,1.54,0.2679,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000148_exp_206\exp_206_middle_microed_diff_snapshot.tiff,,./grid_000148_exp_206\exp_206_1_*.tiff,bad
grid_000150,exp_193,295.0,120.0,652.0,10.53,1.75,0.7282,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000150_exp_193\exp_193_middle_microed_diff_snapshot.tiff,,./grid_000150_exp_193\exp_193_1_*.tiff,bad
grid_000151,exp_184,295.0,135.0,652.0,96.35,1.74,0.4822,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000151_exp_184\exp_184_middle_microed_diff_snapshot.tiff,,./grid_000151_exp_184\exp_184_1_*.tiff,complex
grid_000152,exp_185,295.0,135.0,652.0,87.96,1.73,0.4734,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000152_exp_185\exp_185_middle_microed_diff_snapshot.tiff,,./grid_000152_exp_185\exp_185_1_*.tiff,complex
grid_000153,exp_186,295.0,130.0,652.0,83.17,1.63,0.4791,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000153_exp_186\exp_186_middle_microed_diff_snapshot.tiff,,./grid_000153_exp_186\exp_186_1_*.tiff,complex
grid_000154,exp_187,295.0,120.0,652.0,88.52,1.62,0.5063,CrysAlisPro(CCD) 43.97a 64-bit (release 21-11-2023),CrysAlisPro(RED) 43.97a 64-bit (release 21-11-2023),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_000154_exp_187\exp_187_middle_microed_diff_snapshot.tiff,,./grid_000154_exp_187\exp_187_1_*.tiff,complex
